distance_to_object,relative_velocity,lane_offset,lane_curvature,num_objects,closest_object_type,steering_angle,brake
49.963209507789,4.655000144869414,0.19430656143020775,0.03046059712816051,2,car,0.20745269056650123,0
27.99799326544023,1.2147422437610702,-0.2655691037074783,-0.008243769609443008,2,car,0.050346855759309084,0
100.0,3.827098485602952,-0.17426344020705448,-0.010503396143562955,0,none,-0.017902241332102303,0
68.93225283906247,-1.9505358634619783,0.006666547983594898,-0.008555858272066908,2,car,-0.08889185671246654,0
43.37157188281745,0.5645329030558419,0.4396946306764662,-0.004515526009730713,2,car,-0.26500257543554023,0
100.0,1.2673402527358597,0.12510333289895256,0.01664923714242313,0,none,0.10394070497475501,0
100.0,4.7594242315219155,-0.18007615503177352,0.018948796420932775,0,none,0.2795260417252145,0
39.282037282080935,2.7828446317782074,0.3390684581691111,0.007462378294588373,2,none,-0.0949104461386718,0
40.70239852800135,2.6376559904778736,0.06265907850142662,-0.039193402477595514,1,bike,-0.4232635640266684,0
22.505063396444687,3.89599342216499,-0.6535002740471125,-0.0208779281646967,1,truck,0.11797085537658925,0
100.0,1.9931078208377957,0.16933927156654072,0.0005100133616269674,0,none,-0.07956950216700068,0
100.0,3.801162564063505,-0.4040034292084038,-0.01761182532094213,0,none,0.025883461394780594,0
84.17575846032318,-1.4781454942416041,0.17463683841391175,0.017754969191867146,2,truck,0.09023127271171558,0
100.0,4.484106149593443,0.19868535408571866,0.004822443251742588,0,none,-0.051118244525433454,0
46.471841988211935,-1.5550915479978347,-0.33190049220180845,-0.023924132481613417,2,bike,-0.07329107871522994,0
41.977743439205135,1.928703980933908,0.09805356719100415,-0.001622379083173746,2,truck,-0.06525057442723954,0
64.9021758055597,3.3967702596819267,1.0116888760880018,-0.018407816101347518,2,car,-0.6899225990574761,0
100.0,-0.5879655836522266,-0.017945179098500748,0.0192234753283671,0,none,0.20120734283292138,0
100.0,-0.2549543959578755,0.4433682134224548,-0.010365404365472949,0,none,-0.3253381503659569,0
43.180116233101444,-0.8714509892219691,0.27462063531062225,0.006575022193193689,1,none,-0.07156009572337424,0
100.0,-1.1453843170952864,0.21722497545776312,-0.005115292739178847,0,none,-0.15976541512067002,0
100.0,3.7261033614574517,-0.796552814269041,0.006910358877775326,0,none,0.46737999591227375,0
100.0,-0.2911213442655809,-0.14493680362538788,-0.011396566967968072,0,none,-0.04149726786698678,0
25.191379768718527,-0.22259210245958716,0.24536205366496947,-0.02109208938933675,2,car,-0.33360192072585226,0
42.78723955019741,-1.7417913685182704,0.01806906298230793,0.049264842249705725,1,car,0.4836138910059033,0
47.60569984213464,2.4404594129095463,0.10140679766254244,0.03949142393906973,1,none,0.3442108405594261,0
39.364421720920035,2.7049488318411496,-0.23260083178708324,0.015462817117784978,2,none,0.2709285870713914,0
100.0,4.883961986263901,0.36541513132695314,-0.00778916048606964,0,none,-0.260599170524173,0
60.65590213925749,2.8706896475361727,-0.12493690906541251,0.017150065031762248,2,truck,0.23396910485032874,0
100.0,0.4406619110421057,0.1284038522968282,-0.04939397730135195,0,none,-0.5581416991619336,0
78.81728953926176,-0.5364986548360042,0.5616957351962161,0.007927478801288837,2,truck,-0.20157307958521967,0
85.37777601609727,1.8864056811962362,-0.4822449703683682,0.003692677170646084,1,none,0.27804925689064497,0
92.03344457306643,2.4317102009128755,-0.3710852132634246,-0.026409132261685526,2,none,-0.07854871598514296,0
52.360650169775205,4.214390691326718,0.19591449331492825,0.022053749309254234,1,car,0.12258024643507821,0
100.0,2.644512383756391,0.559732353343427,0.00947665841823575,0,none,-0.18509959248935598,0
76.97433770780287,-0.3392563875223995,0.34757867370222123,-0.01641364636703421,2,truck,-0.3379258005214527,0
44.64486334819114,1.797781613884295,0.6820035474052445,0.0029394930091443255,1,car,-0.31160684361117896,0
97.84084438019565,0.7516840726673228,0.08300723979900572,0.016543664980720477,1,car,0.12393302990770191,0
71.60826896244518,2.6824684176416973,-0.11193575689510883,0.010071941282896351,2,bike,0.15668729127651793,0
81.48432114450472,-1.6947735977189637,-0.003474995934598111,0.0038119741022904566,1,none,0.039857238990203624,0
100.0,-1.891803684297928,-0.03723971666449788,0.01480681635895477,0,none,0.16668802192179666,0
100.0,-1.4725762079571025,-0.28485571355365746,-0.011937946631255053,0,none,0.0230483904642782,0
33.5594197348874,1.897608837208451,0.0519542777553546,0.007706347594576736,1,car,0.05108633706809006,0
69.20057813593358,4.930376950729843,0.017462615533799967,-0.022859405956612462,1,car,-0.2373253673330246,0
87.89358359397396,-1.0436506799057983,0.13493221154662008,0.03557848687771922,1,none,0.2883187630038822,0
100.0,4.069506230060726,0.007179544339751085,0.017438279776247855,0,none,0.170793025592603,0
35.54191628096338,-1.5034135810005065,-0.16678346933238522,-0.0025546965692777165,2,car,0.05784476897341544,0
100.0,-1.342126421113917,-0.14560906434873103,0.0016374827877264511,0,none,0.08917936005163002,0
98.54727106484249,3.872534514485544,-0.12382848395703193,0.011912873036086426,1,none,0.18104297233938024,0
100.0,-1.1105764114368064,0.4681140423398637,0.002571020001421623,0,none,-0.20834682115571562,0
100.0,-0.6393397620358887,0.4991309368344753,-0.014784728629102144,0,none,-0.3974127547082591,0
77.16760833439616,-1.7125273826248695,-0.3923742899008125,-0.03981199099154728,1,car,-0.20193276496506654,0
100.0,4.738538902745475,0.15149618369413714,0.01731510388340243,0,none,0.09740294698695573,0
100.0,1.096465608117731,-0.09580652334443342,-0.004092330109551771,0,none,0.0069799605766989944,0
42.39471175567543,4.684056964642359,0.11318887963812274,0.0330270197295898,1,truck,0.27367575747683665,0
23.8172902153319,1.9622604734585343,-0.20400130023538274,-0.005268116897345462,2,car,0.04931948114423675,0
100.0,2.9256050156601656,-0.2780791414734249,-0.0011905071212360016,0,none,0.12713449952435243,0
100.0,1.0369615446658114,0.48972339117949054,-0.028602827559212653,0,none,-0.5308899711818718,0
